City_ID,City,Lat,Lng,Max Temp,Current Description,Humidity,Cloudiness,Wind Speed,Country
346,Lakatoro,-16.0999,167.4164,78.26,broken clouds,77,77,17.05,VU
347,Tezu,27.9167,96.1667,78.57,overcast clouds,79,99,2.98,IN
348,Meulaboh,4.1363,96.1285,76.53,scattered clouds,90,41,4.07,ID
349,Katsuura,35.1333,140.3,82.11,overcast clouds,84,100,17.22,JP
350,Kampot,10.6167,104.1833,80.65,overcast clouds,80,100,10.31,KH
351,Sampit,-2.5333,112.95,73.53,overcast clouds,95,95,2.55,ID
352,Westport,41.1415,-73.3579,89.78,broken clouds,54,52,1.01,US
353,Sao Jose Da Coroa Grande,-8.8978,-35.1478,74.88,few clouds,85,22,7.16,BR
354,Pak Phanang,8.3511,100.202,83.07,scattered clouds,82,35,7.65,TH
355,Gra Liyia,35.0167,25.6833,78.98,clear sky,45,0,8.41,GR
356,Mnogovershinnyy,53.9353,139.9242,68.76,overcast clouds,66,100,2.93,RU
357,Egvekinot,66.3167,-179.1667,41.0,light rain,89,100,10.63,RU
358,Kresttsy,58.2452,32.5165,63.61,overcast clouds,77,100,5.21,RU
359,Sarangani,5.4033,125.4636,84.09,overcast clouds,74,95,7.65,PH
360,Vesyegonsk,58.664,37.2604,58.57,few clouds,90,15,3.15,RU
361,Letka,59.6011,49.4232,44.85,broken clouds,95,56,5.12,RU
362,Jilib,0.4883,42.7854,74.07,overcast clouds,79,87,11.39,SO
363,Pocone,-16.2567,-56.6228,79.14,broken clouds,45,57,14.7,BR
364,Tromso,69.6496,18.957,57.85,overcast clouds,93,90,17.27,NO
365,Ixtapa,20.7,-105.2,89.22,scattered clouds,72,44,7.0,MX
366,Tynne,50.6015,26.1849,67.75,overcast clouds,95,100,6.02,UA
367,Venado Tuerto,-33.7456,-61.9688,44.89,few clouds,38,16,11.63,AR
368,Kayerkan,69.3497,87.7602,61.88,broken clouds,89,68,12.73,RU
369,Nabire,-3.3667,135.4833,77.22,overcast clouds,86,100,2.95,ID
370,Saint-Pierre,-21.3393,55.4781,67.68,broken clouds,83,75,10.36,RE
371,Kolda,12.8833,-14.95,78.64,light rain,87,100,5.23,SN
372,Xichang,27.8964,102.2634,66.4,light rain,98,100,2.57,CN
373,Orcopampa,-15.2661,-72.3417,49.6,scattered clouds,41,42,8.03,PE
374,Komsomolskiy,40.4272,71.7189,81.32,clear sky,39,1,4.61,UZ
375,Yangjiang,21.85,111.9667,80.62,scattered clouds,91,35,5.21,CN
376,Barstow,34.8986,-117.0228,98.76,clear sky,25,3,6.82,US
377,Sabang,5.8933,95.3214,83.21,scattered clouds,74,44,20.09,ID
378,Buzmeyin,38.0507,58.2056,88.65,clear sky,18,0,7.05,TM
379,Eirunepe,-6.6603,-69.8736,83.34,broken clouds,59,77,2.28,BR
380,Namie,37.4833,141.0,76.98,overcast clouds,82,100,1.01,JP
381,Severo-Kurilsk,50.6789,156.125,57.52,overcast clouds,96,100,4.88,RU
382,Hokitika,-42.7167,170.9667,49.57,moderate rain,84,100,3.31,NZ
383,Lobva,59.1854,60.5185,42.87,broken clouds,87,55,5.3,RU
384,Mariental,-24.6333,17.9667,56.28,clear sky,31,0,9.08,NA
385,Beloha,-25.1667,45.05,61.36,clear sky,78,0,13.51,MG
386,Sennoy,52.1509,46.9631,62.1,clear sky,72,6,4.05,RU
387,Hamilton,39.1834,-84.5333,91.22,clear sky,50,0,1.01,US
388,Camana,-16.6228,-72.7111,61.34,broken clouds,82,63,9.48,PE
389,Visby,57.6409,18.296,63.95,fog,100,18,0.0,SE
390,Sol-Iletsk,51.1631,54.9918,64.24,scattered clouds,45,25,3.49,RU
391,Singaparna,-7.3515,108.111,68.34,broken clouds,91,73,0.34,ID
392,Manokwari,-0.8667,134.0833,78.82,broken clouds,76,69,5.1,ID
393,Viransehir,37.2353,39.7631,85.75,clear sky,28,0,9.98,TR
394,Kabinda,-6.1333,24.4833,64.36,broken clouds,42,61,4.32,CD
395,San Ignacio,17.1561,-89.0714,92.07,overcast clouds,44,90,10.0,BZ
396,Presidencia Roque Saenz Pena,-26.7852,-60.4388,50.34,clear sky,21,0,5.93,AR
397,Saint-Augustin,51.226,-58.6502,62.24,overcast clouds,93,99,8.37,CA
398,Sao Jose Do Rio Pardo,-21.5956,-46.8886,69.15,clear sky,39,2,3.74,BR
399,Batamshinskiy,50.5594,58.2747,59.9,clear sky,48,7,3.13,KZ
400,Bosaso,11.2842,49.1816,88.56,clear sky,41,8,24.58,SO
401,Anchorage,61.2181,-149.9003,69.93,overcast clouds,66,98,3.0,US
402,Coronado,32.6859,-117.1831,96.26,broken clouds,73,75,13.8,US
403,The Pas,53.8251,-101.2541,73.62,overcast clouds,49,94,10.85,CA
404,Kumta,14.4167,74.4,78.66,overcast clouds,86,98,13.33,IN
405,Arica,-18.475,-70.3042,60.1,few clouds,80,21,4.61,CL
406,Bouna,9.2667,-3.0,74.44,overcast clouds,80,99,5.66,CI
407,Damietta,31.4165,31.8133,82.29,clear sky,69,0,9.73,EG
408,Barcelona,41.3888,2.159,77.7,scattered clouds,80,40,1.01,ES
409,Lazaro Cardenas,17.9583,-102.2,85.73,broken clouds,70,51,7.54,MX
410,Mgandu,-5.95,34.1333,59.02,clear sky,45,5,9.08,TZ
411,Bengkulu,-3.8004,102.2655,72.9,scattered clouds,74,47,5.01,ID
412,Batemans Bay,-35.7167,150.1833,59.2,broken clouds,53,78,6.62,AU
413,Cap Malheureux,-19.9842,57.6142,68.47,light rain,90,64,5.01,MU
414,Arteaga,18.4667,-102.4167,76.37,broken clouds,74,79,4.54,MX
415,Totma,59.9747,42.7642,49.8,few clouds,77,15,3.89,RU
416,Halifax,44.6453,-63.5724,75.09,broken clouds,85,75,4.0,CA
417,Sechura,-5.5569,-80.8222,75.4,few clouds,64,12,17.72,PE
418,Balkhash,46.844,74.9804,68.86,clear sky,38,0,16.64,KZ
419,Khromtau,50.2503,58.4347,61.07,scattered clouds,44,44,3.8,KZ
420,Nantucket,41.2835,-70.0995,82.96,clear sky,65,3,12.91,US
421,Sydney,-33.8679,151.2073,61.48,clear sky,57,0,5.01,AU
422,Baryshivka,50.361,31.3217,79.0,overcast clouds,72,85,7.27,UA
423,Omsukchan,62.5333,155.8,44.85,overcast clouds,67,99,9.17,RU
424,Hella,67.2,14.4333,66.88,clear sky,89,0,4.61,NO
425,Phaltan,17.9833,74.4333,73.98,overcast clouds,77,100,14.54,IN
426,Broken Hill,-31.95,141.4333,54.05,broken clouds,89,77,15.01,AU
427,Langenselbold,50.1766,9.04,66.0,moderate rain,90,100,3.74,DE
428,Manacapuru,-3.2997,-60.6206,88.38,clear sky,61,4,3.91,BR
429,Dungarvan,52.0881,-7.6253,60.57,clear sky,86,9,5.99,IE
430,Butembo,0.15,29.2833,60.82,overcast clouds,78,93,1.07,CD
431,Alyangula,-13.8483,136.4192,60.67,overcast clouds,100,90,2.3,AU
432,Smithers,54.7804,-127.1743,66.69,overcast clouds,40,85,3.4,CA
433,Port Blair,11.6667,92.75,81.61,overcast clouds,84,96,18.79,IN
434,Grootfontein,-19.5667,18.1167,49.03,clear sky,38,0,4.99,NA
435,Vila,42.0304,-8.1588,58.75,clear sky,85,0,4.61,PT
436,Itoman,26.1247,127.6694,80.62,broken clouds,94,75,6.91,JP
437,Inongo,-1.95,18.2667,70.65,clear sky,43,7,4.14,CD
438,Te Anau,-45.4167,167.7167,45.59,few clouds,88,15,2.95,NZ
439,Soe,-9.8607,124.284,62.02,scattered clouds,90,27,4.59,ID
440,Saint-Joseph,-21.3667,55.6167,66.58,light rain,80,37,13.29,RE
441,Skole,49.0372,23.5135,70.65,few clouds,85,13,4.61,UA
442,Dovers,12.8833,-61.1833,80.11,broken clouds,78,65,13.94,VC
443,Maniwaki,46.3834,-75.966,64.78,broken clouds,72,51,3.44,CA
444,Buala,-8.145,159.5921,81.46,light rain,80,94,10.42,SB
445,Ranong,9.9658,98.6348,79.97,overcast clouds,88,86,13.44,TH
446,Sitka,57.0531,-135.33,60.51,light rain,75,99,3.83,US
447,Horta,38.5333,-28.6333,71.91,broken clouds,83,71,10.51,PT
448,Alugan,12.2188,125.4808,80.28,overcast clouds,77,98,8.77,PH
449,Biak,-0.9131,122.8766,75.31,broken clouds,82,82,7.72,ID
450,Northam,51.0333,-4.2167,62.22,scattered clouds,93,48,12.06,GB
451,Kuusamo,65.9667,29.1833,57.24,clear sky,82,0,3.44,FI
452,Dalgopol,43.05,27.35,71.65,clear sky,58,0,3.15,BG
453,Otukpo,7.1913,8.1329,70.79,scattered clouds,85,47,2.62,NG
454,Copperas Cove,31.1241,-97.9031,99.03,clear sky,41,1,5.75,US
455,Lasa,46.6166,10.7002,63.34,overcast clouds,95,95,3.85,IT
456,Ola,59.5833,151.2833,55.29,overcast clouds,74,97,12.48,RU
457,Berezanka,46.8526,31.388,77.07,scattered clouds,50,26,6.08,UA
458,Makakilo City,21.3469,-158.0858,82.62,broken clouds,64,66,15.95,US
459,Erdenet,49.0333,104.0833,55.42,clear sky,79,6,0.51,MN
460,Wamba,8.9333,8.6,69.75,overcast clouds,87,88,3.33,NG
461,Adeje,28.1227,-16.726,73.02,broken clouds,74,75,19.57,ES
462,Asau,46.4333,26.4,71.4,broken clouds,79,54,5.39,RO
463,Zhangjiakou,40.81,114.8794,69.15,overcast clouds,88,97,1.7,CN
464,Saint-Ambroise,48.5501,-71.3324,63.57,broken clouds,47,70,8.12,CA
465,Skuodas,56.2667,21.5333,69.66,broken clouds,98,60,6.49,LT
466,Wuwei,37.9281,102.6414,68.04,overcast clouds,35,89,5.88,CN
467,Pangody,65.85,74.4859,46.2,clear sky,68,8,8.75,RU
468,Strezhevoy,60.7333,77.5889,55.38,overcast clouds,85,100,6.87,RU
469,Dingle,10.9995,122.6711,78.82,overcast clouds,84,100,10.16,PH
470,Bagotville,-28.9833,153.4167,55.63,clear sky,80,1,5.14,AU
471,Christchurch,-43.5333,172.6333,50.47,clear sky,86,3,3.0,NZ
472,Pidhaytsi,49.2685,25.1334,73.02,scattered clouds,84,38,3.67,UA
473,Bijie,27.3125,105.2942,62.02,few clouds,93,14,2.93,CN
474,Aksarayskiy,46.7924,48.0119,67.95,overcast clouds,43,100,11.27,RU
475,Semnan,35.5729,53.3971,83.26,few clouds,34,21,1.68,IR
476,Puerto Carreno,6.189,-67.4859,80.31,heavy intensity rain,83,94,4.74,CO
477,Kibakwe,-6.7167,36.3667,57.94,clear sky,56,3,3.98,TZ
478,Chkalovsk,56.7647,43.2433,56.79,broken clouds,81,75,4.65,RU
479,Keti Bandar,24.1447,67.4497,82.45,overcast clouds,83,100,21.54,PK
480,Xuddur,4.1213,43.8894,72.01,overcast clouds,69,100,20.11,SO
481,Berlevag,70.8578,29.0864,46.72,broken clouds,89,78,8.01,NO
482,Papara,-3.9839,-38.7273,78.69,clear sky,86,7,4.03,BR
483,Roma,43.2128,-75.4557,72.12,overcast clouds,89,90,3.44,US
484,Flinders,-34.5833,150.8552,59.38,overcast clouds,61,92,4.0,AU
485,Sao Filipe,14.8961,-24.4956,74.43,few clouds,82,17,5.93,CV
486,Santimbru,46.1333,23.65,72.37,few clouds,51,22,2.68,RO
487,Adrar,20.5022,-10.0711,92.53,overcast clouds,21,100,12.84,MR
488,Abha,18.2164,42.5053,65.73,scattered clouds,77,27,3.49,SA
489,Ushumun,52.7833,126.5333,66.2,light rain,99,96,3.44,RU
490,Faya,18.3851,42.4509,65.8,scattered clouds,77,26,4.99,SA
491,Hobyo,5.3505,48.5268,78.13,overcast clouds,68,98,20.89,SO
492,Chimbote,-9.0853,-78.5783,67.5,few clouds,79,15,12.06,PE
493,Sakakah,29.9697,40.2064,92.59,clear sky,15,1,13.85,SA
494,Filadelfia,39.9523,-75.1638,93.42,clear sky,44,3,3.0,US
495,Upernavik,72.7868,-56.1549,49.62,overcast clouds,73,100,17.49,GL
496,Arvika,59.6553,12.5852,65.01,overcast clouds,98,100,3.44,SE
497,Ayan,56.45,138.1667,70.92,broken clouds,67,83,7.78,RU
498,Buzdyak,54.5833,54.55,53.37,scattered clouds,75,29,4.27,RU
499,Kieta,-6.2167,155.6333,81.28,light rain,78,98,1.97,PG
500,Laguna,38.421,-121.4238,102.43,clear sky,21,1,3.0,US
501,Kupang,-10.1667,123.5833,73.98,few clouds,78,20,8.05,ID
502,Rosarito,32.3333,-117.0333,91.58,scattered clouds,69,26,11.14,MX
503,Paita,-5.0892,-81.1144,69.49,few clouds,80,11,17.18,PE
504,Bedele,8.456,36.353,55.24,light rain,98,100,3.09,ET
505,Akyab,20.15,92.9,80.46,light rain,89,100,13.73,MM
506,Girne,35.3417,33.3167,88.99,clear sky,63,0,18.07,CY
507,Madras,13.0878,80.2785,84.18,mist,74,20,3.44,IN
508,Benghazi,32.1167,20.0667,79.29,clear sky,69,0,15.32,LY
509,Rawson,-43.3002,-65.1023,43.36,broken clouds,64,62,19.6,AR
510,Slavsk,55.0425,21.677,63.9,broken clouds,96,64,6.02,RU
511,Saint Anthony,45.0205,-93.218,96.35,scattered clouds,55,40,1.01,US
512,Kalofer,42.6167,24.9833,73.89,clear sky,52,0,3.47,BG
513,Athabasca,54.7169,-113.2854,81.09,clear sky,17,0,15.82,CA
514,Gushikawa,26.3544,127.8686,80.19,broken clouds,80,75,8.05,JP
515,Hervey Bay,-25.2986,152.8535,66.04,overcast clouds,66,96,9.26,AU
516,Rocha,-34.4833,-54.3333,43.27,few clouds,70,21,18.23,UY
517,Vagay,57.9375,69.0217,51.31,broken clouds,99,59,3.31,RU
518,San Cristobal,7.7669,-72.225,78.03,scattered clouds,60,26,4.16,VE
519,Batagay-Alyta,67.8006,130.4114,47.79,few clouds,64,15,12.62,RU
520,Atasu,48.6814,71.6433,58.87,clear sky,45,1,7.87,KZ
521,Novikovo,51.1537,37.8879,69.19,broken clouds,52,65,1.25,RU
522,Mitsamiouli,-11.3847,43.2844,75.78,few clouds,71,13,5.82,KM
523,Scarborough,54.2797,-0.4044,61.92,overcast clouds,88,98,6.8,GB
524,Zhigansk,66.7697,123.3711,52.83,few clouds,66,17,15.9,RU
525,Qixingtai,30.4135,111.8874,76.28,light rain,85,0,6.44,CN
526,Bahir Dar,11.5936,37.3908,61.25,heavy intensity rain,97,100,0.89,ET
527,Tikhvin,59.6451,33.5294,63.82,scattered clouds,68,36,4.72,RU
528,Khovu-Aksy,51.1333,93.6,55.69,light rain,94,100,1.48,RU
529,Portland,45.5234,-122.6762,90.9,scattered clouds,40,40,1.01,US
530,Cordoba,-31.4135,-64.1811,55.76,clear sky,21,0,5.01,AR
531,Prainha,-1.8,-53.48,82.02,few clouds,60,12,3.74,BR
532,Povenets,62.8487,34.8262,57.38,clear sky,70,6,4.45,RU
533,Berdigestyakh,62.0989,126.6992,59.14,clear sky,64,5,5.32,RU
534,Hihya,30.6713,31.588,83.28,clear sky,71,0,5.66,EG
535,Den Helder,52.9599,4.7593,62.98,overcast clouds,92,90,7.0,NL
536,Matehuala,23.65,-100.65,83.88,scattered clouds,25,39,13.18,MX
537,Castrillon,43.3979,-6.7922,63.14,scattered clouds,99,47,0.36,ES
538,Shellbrook,53.2168,-106.4011,87.04,clear sky,27,1,11.72,CA
539,Asind,25.7333,74.3333,77.31,overcast clouds,85,100,13.15,IN
540,Derzhavinsk,51.1,66.3167,59.74,clear sky,47,5,7.16,KZ
541,Kavieng,-2.5744,150.7967,84.22,few clouds,72,15,11.1,PG
542,Ariquemes,-9.9133,-63.0408,86.58,broken clouds,38,53,0.69,BR
543,Les Ponts-De-Ce,47.4231,-0.5248,62.08,scattered clouds,92,30,9.48,FR
544,Fort Nelson,58.8053,-122.7002,62.19,thunderstorm with light rain,67,75,11.5,CA
545,Isla Vista,34.4133,-119.861,100.08,clear sky,59,1,12.66,US
546,Harper,4.375,-7.7169,76.66,overcast clouds,77,100,8.57,LR
547,Belawan,3.7755,98.6832,73.69,scattered clouds,92,37,4.21,ID
548,Novokizhinginsk,51.6115,109.5917,55.22,scattered clouds,94,35,2.13,RU
549,Sambava,-14.2667,50.1667,66.72,broken clouds,82,72,9.6,MG
550,Otane,-39.8833,176.6333,53.01,clear sky,82,1,3.18,NZ
551,Kazachinskoye,57.6953,93.2761,56.88,overcast clouds,86,99,4.74,RU
552,Mehamn,71.0357,27.8492,46.13,scattered clouds,91,44,7.2,NO
553,College,64.8569,-147.8028,66.0,overcast clouds,67,100,1.01,US
554,Sioux Lookout,50.1001,-91.917,82.11,clear sky,26,3,6.71,CA
555,Aranos,-24.1333,19.1167,50.83,clear sky,33,0,14.07,NA
556,Valparaiso,-33.0393,-71.6273,56.84,clear sky,64,0,17.27,CL
557,Vanimo,-2.6741,141.3028,78.66,overcast clouds,90,91,4.81,PG
558,Horsham,51.064,-0.3272,63.93,scattered clouds,75,40,5.75,GB
559,Constantine,36.365,6.6147,80.56,few clouds,48,23,4.07,DZ
560,Sarkand,45.41,79.9186,60.06,clear sky,62,0,2.73,KZ
561,Ayagoz,47.9714,80.4392,54.39,clear sky,71,0,7.47,KZ
562,Esmeraldas,-19.7625,-44.3139,66.24,clear sky,35,3,1.43,BR
563,Narsaq,60.9167,-46.05,50.22,broken clouds,68,57,5.88,GL
564,Zambezi,-13.5432,23.1047,52.5,broken clouds,42,68,5.99,ZM
565,Acarau,-2.8856,-40.12,78.58,scattered clouds,78,34,16.11,BR
566,Wanning,18.8003,110.3967,81.05,overcast clouds,80,100,8.14,CN
567,Hit,33.6416,42.8251,97.23,clear sky,17,0,18.14,IQ
568,Altay,47.8667,88.1167,61.0,clear sky,70,0,1.83,CN
569,Ribeira Brava,32.65,-17.0667,73.13,clear sky,73,8,5.66,PT
570,Hays,30.0502,-98.0336,98.71,overcast clouds,37,87,4.0,US
571,Shimoda,34.6667,138.95,83.1,overcast clouds,83,98,9.84,JP
572,Izvestkovyy,48.9833,131.55,72.7,scattered clouds,94,36,0.74,RU
573,Itarema,-2.9248,-39.9167,78.26,scattered clouds,79,26,15.48,BR
574,Huilong,31.8111,121.655,81.03,light rain,96,100,25.66,CN
575,Taiyuan,37.8694,112.5603,73.26,clear sky,68,0,6.71,CN
576,Vardo,70.3705,31.1107,46.6,overcast clouds,88,85,13.02,NO
577,Priargunsk,50.3691,119.1012,61.09,few clouds,95,11,1.05,RU
578,Biltine,14.5333,20.9167,82.72,overcast clouds,61,100,3.67,TD
579,Srikakulam,18.3,83.9,84.04,overcast clouds,66,100,6.42,IN
580,Malindi,-3.2175,40.1191,75.51,few clouds,83,11,20.42,KE
581,Dauphin,51.1494,-100.0502,93.72,clear sky,24,0,9.24,CA
582,Neuquen,-38.9516,-68.0591,48.78,clear sky,34,3,6.78,AR
583,Ninghai,29.2892,121.4247,80.73,light rain,94,100,9.66,CN
584,Rio Grande,-32.035,-52.0986,45.95,clear sky,56,6,19.93,BR
585,Puerto Asis,0.5133,-76.5007,83.05,scattered clouds,67,33,3.04,CO
586,Qinzhou,21.95,108.6167,81.84,broken clouds,87,75,3.2,CN
587,Tecolutla,20.4833,-97.0167,94.86,overcast clouds,61,100,11.27,MX
588,Charleston,32.7766,-79.9309,88.02,scattered clouds,81,40,3.0,US
589,Olafsvik,64.8945,-23.7142,51.64,overcast clouds,86,99,13.51,IS
590,Nandgaon,20.3167,74.65,74.17,overcast clouds,83,100,20.58,IN
591,Kasama,-10.2129,31.1808,49.91,broken clouds,67,74,5.26,ZM
592,Thinadhoo,0.5333,72.9333,81.86,overcast clouds,74,100,8.68,MV
593,Labuhan,-6.8844,112.2051,72.72,few clouds,89,22,6.62,ID
594,Muscat,23.6139,58.5922,97.36,overcast clouds,48,100,3.76,OM
595,Tautira,-17.7333,-149.15,82.42,light rain,74,84,11.41,PF
596,Vao,-22.6667,167.4833,67.96,overcast clouds,59,100,16.84,NC
597,Kushiro,42.975,144.3747,70.75,mist,100,75,2.3,JP
598,Karaton,-6.3424,106.1045,74.95,broken clouds,83,66,1.59,ID
599,Ostrovnoy,68.0531,39.5131,46.33,broken clouds,87,56,4.72,RU
600,Pauri,30.15,78.7833,69.13,overcast clouds,97,100,0.89,IN
601,Horqueta,-23.3428,-57.0597,59.13,overcast clouds,30,90,7.54,PY
602,Dunedin,-45.8742,170.5036,50.81,few clouds,71,11,13.0,NZ
603,Uchiza,-8.4592,-76.4633,82.08,broken clouds,68,62,1.61,PE
604,Terme,41.2092,36.9739,76.96,scattered clouds,91,34,10.09,TR
605,Kunming,25.0389,102.7183,63.43,light rain,91,86,2.06,CN
606,California City,35.1258,-117.9859,100.11,clear sky,22,1,7.0,US
607,Port Keats,-14.25,129.55,70.12,overcast clouds,83,93,3.56,AU
608,Tawang,27.5833,91.8667,57.99,overcast clouds,92,100,1.99,IN
609,Imbituba,-28.24,-48.6703,57.81,overcast clouds,73,100,17.31,BR
610,Salisbury,51.0693,-1.7957,63.68,overcast clouds,93,99,10.85,GB
611,Sorkjosen,69.8,20.9333,50.83,scattered clouds,94,40,2.95,NO
612,Yanliang,34.6592,109.2292,77.41,overcast clouds,53,100,1.83,CN
613,Roald,62.5833,6.1333,69.17,broken clouds,82,75,11.5,NO
614,Salalah,17.0151,54.0924,77.5,overcast clouds,90,97,10.42,OM
615,Rio Gallegos,-51.6226,-69.2181,42.85,moderate rain,81,90,10.36,AR
616,Okha,53.5739,142.9478,68.14,overcast clouds,87,96,4.68,RU
617,Kidal,18.4411,1.4078,83.08,broken clouds,51,59,12.53,ML
618,Dhidhdhoo,6.8833,73.1,82.02,broken clouds,77,83,15.01,MV
619,Bethanien,-26.502,17.1583,56.37,clear sky,40,0,4.23,NA
620,Eureka,40.8021,-124.1637,61.41,overcast clouds,71,100,6.73,US
621,Aykhal,66.0,111.5,77.41,few clouds,48,22,3.33,RU
622,Gumdag,39.2061,54.5906,88.81,clear sky,22,3,6.11,TM
623,Markapur,15.7333,79.2833,80.4,scattered clouds,65,31,15.26,IN
624,Pozo Colorado,-23.4923,-58.7972,59.9,scattered clouds,23,29,7.43,PY
625,Kensington,-33.9167,151.2167,62.46,clear sky,55,0,5.01,AU
626,Kaitong,44.8135,123.15,74.89,overcast clouds,75,97,3.53,CN
627,Sola,-13.8833,167.55,80.55,broken clouds,75,69,24.09,VU
628,Linhares,-19.3911,-40.0722,71.71,broken clouds,78,67,6.46,BR
629,Healesville,-37.65,145.5167,58.51,overcast clouds,72,96,5.01,AU
630,Gramsh,40.8697,20.1844,79.88,clear sky,38,0,6.02,AL
631,Vostok,46.4856,135.8833,78.06,overcast clouds,70,90,1.63,RU
632,Shenzhen,22.5455,114.0683,87.85,overcast clouds,93,97,3.49,CN
633,Maturin,9.75,-63.1767,78.75,broken clouds,88,72,5.77,VE
634,Yalutorovsk,56.6536,66.3006,51.71,scattered clouds,94,39,6.17,RU
635,Ampanihy,-24.7,44.75,60.15,clear sky,79,0,14.94,MG
636,Galesong,-5.3166,119.3661,68.02,scattered clouds,68,33,5.57,ID
637,Harrismith,-28.2728,29.1295,38.98,clear sky,40,0,9.73,ZA
638,Bikaner,28.0167,73.3,86.5,overcast clouds,66,100,18.86,IN
639,Teya,60.3778,92.6267,57.13,overcast clouds,97,98,5.5,RU
640,Dukat,62.55,155.55,42.85,overcast clouds,70,100,8.03,RU
641,Tatawin,32.9297,10.4518,75.85,clear sky,69,0,7.65,TN
642,Iralaya,15.0,-83.2333,82.49,overcast clouds,84,100,11.54,HN
643,Marrakesh,31.6315,-8.0083,82.47,clear sky,51,0,10.36,MA
644,Kimbe,-5.5502,150.1429,79.61,clear sky,82,5,2.06,PG
645,Talara,-4.5772,-81.2719,69.08,clear sky,82,3,15.17,PE
646,Kathmandu,27.7167,85.3167,68.22,moderate rain,100,90,2.3,NP
647,Barbastro,42.0356,0.1269,78.78,broken clouds,53,51,3.44,ES
648,Mardin,37.3131,40.7436,80.02,clear sky,31,0,13.6,TR
649,Antofagasta,-23.65,-70.4,58.3,few clouds,80,23,8.57,CL
650,Marawi,7.9986,124.2928,69.66,overcast clouds,86,100,6.53,PH
651,Nizhniy Tsasuchey,50.5167,115.1333,59.85,clear sky,83,9,2.28,RU
652,Kangaatsiaq,68.3065,-53.4641,46.9,overcast clouds,74,100,18.41,GL
653,Shirvan,39.9509,48.8994,84.13,scattered clouds,41,36,17.94,AZ
654,Naantali,60.4674,22.0243,74.1,clear sky,56,0,4.61,FI
655,Grand-Lahou,5.1367,-5.0242,76.28,broken clouds,82,76,9.89,CI
656,Chapais,49.7834,-74.8492,60.6,overcast clouds,42,100,7.43,CA
657,Qingdao,36.0986,120.3719,78.12,light rain,85,100,13.62,CN
658,Dodoma,-6.1722,35.7395,61.75,clear sky,48,1,7.4,TZ
659,Miri,4.4148,114.0089,78.67,overcast clouds,88,97,5.12,MY
660,Clovis,36.8252,-119.7029,107.6,few clouds,26,20,1.01,US
661,Blackwater,-23.5833,148.8833,58.66,clear sky,82,2,5.86,AU
662,Uyar,55.81,94.3153,54.99,overcast clouds,95,94,6.82,RU
663,Sobolevo,54.4299,31.8996,63.25,heavy intensity rain,94,100,4.83,RU
664,Fort Smith,35.3859,-94.3986,96.84,scattered clouds,49,40,5.99,US
665,Hualmay,-11.0964,-77.6139,66.47,scattered clouds,78,34,9.82,PE
666,Logansport,40.7545,-86.3567,88.45,clear sky,63,1,5.75,US
667,Port Augusta,-32.5,137.7667,55.71,few clouds,80,14,7.14,AU
668,Kiama,-34.6833,150.8667,59.58,overcast clouds,57,87,7.0,AU
669,Kasterlee,51.2426,4.9699,64.02,overcast clouds,92,92,8.86,BE
670,Yenagoa,4.9247,6.2642,74.05,overcast clouds,85,99,3.44,NG
671,Andros Town,24.7,-77.7667,87.76,scattered clouds,67,36,9.28,BS
672,Aksu,41.1231,80.2644,84.51,broken clouds,32,81,7.4,CN
673,Srednekolymsk,67.45,153.6833,38.55,overcast clouds,94,100,10.63,RU
674,Rio Negro,-26.1058,-49.7975,50.67,overcast clouds,96,100,3.58,BR
675,Seymchan,62.8833,152.4333,51.66,broken clouds,55,72,13.78,RU
676,Neryungri,56.6709,124.6491,62.15,broken clouds,82,57,3.27,RU
677,Taranto,40.6167,17.25,85.89,clear sky,63,4,2.91,IT
678,Salina Cruz,16.1667,-95.2,90.73,overcast clouds,55,100,9.89,MX
679,Novo Aripuana,-5.1206,-60.3797,84.87,clear sky,42,4,0.58,BR
680,Swellendam,-34.0226,20.4417,54.75,broken clouds,81,80,4.34,ZA
681,Fray Bentos,-33.1325,-58.2956,47.73,clear sky,58,6,8.63,UY
682,Shizuishan,39.2333,106.7694,69.85,few clouds,62,18,7.72,CN
683,Zhireken,52.8249,117.3076,57.85,light rain,98,74,3.2,RU
684,Puerto Penasco,31.3167,-113.5333,91.9,broken clouds,67,73,7.0,MX
685,Andrushivka,50.0229,29.0202,69.08,overcast clouds,82,100,7.14,UA
686,Peleduy,59.6289,112.7406,69.21,clear sky,66,0,4.18,RU
687,Bhuban,20.8833,85.8333,80.89,heavy intensity rain,88,100,10.42,IN
688,Miami,25.7743,-80.1937,92.01,thunderstorm,71,75,4.0,US
